Location,Lesson,Type,Index,Chinese,Pinyin,Korean,FileName,Extension,Remark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,02,회화,05,是的。请给我靠窗的座位可以吗？,dummy,네，창가 자리로 좀 주시겠어요?,airport_lesson_02_conv_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,02,회화,06,好的。,dummy,"네, 알겠습니다.",airport_lesson_02_conv_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,02,단어,01,靠,dummy,"을 닿다. 접근(接近)하다, 가까이하다. 기대다",airport_lesson_02_word_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,02,단어,02,窗,dummy,"창, 창문",airport_lesson_02_word_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,02,단어,03,靠窗,dummy,창가 쪽,airport_lesson_02_word_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,02,단어,04,座位,dummy,"(주로 공공장소) 좌석, 자리",airport_lesson_02_word_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,01,您好，请出示您的机票和护照。,dummy,안녕하세요! 비행기 티켓과 여권을 좀 보여주시겠어요.,airport_lesson_03_conv_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,02,给您。,dummy,여기 있습니다.,airport_lesson_03_conv_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,03,有要托运的行李吗？,dummy,부치실 수하물이 있으신가요?,airport_lesson_03_conv_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,04,有，在这里。,dummy,있습니다. 여기요.,airport_lesson_03_conv_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,05,行李中有要申报的物品吗？需要填写申报单。,dummy,짐 안에 신고할 물품이 들어 있으신가요? 있으면 신고서를 작성해주셔야 합니다.,airport_lesson_03_conv_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,06,没有。,dummy,없습니다.,airport_lesson_03_conv_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,07,这是您的登机牌，请拿好。,dummy,여기 탑승권입니다. 잘 챙기세요.,airport_lesson_03_conv_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,회화,08,谢谢！,dummy,감사합니다.,airport_lesson_03_conv_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,단어,01,机票,dummy,"비행기표, 탑승권",airport_lesson_03_word_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,단어,02,托运,dummy,운송을 위탁하다,airport_lesson_03_word_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,단어,03,行李,dummy,짐,airport_lesson_03_word_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,단어,04,申报,dummy,(서면으로) 상급기관이나 관련기관에 보고하다,airport_lesson_03_word_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,03,단어,05,登机,dummy,(비행기에) 탑승하다,airport_lesson_03_word_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,01,您好！请问这个包里装的是什么？,dummy,안녕하세요! 가방 안에 들어있는 게 무엇인가요?,airport_lesson_04_conv_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,02,这里都是我的个人用品。,dummy,모두 제가 사용하는 물건들입니다.,airport_lesson_04_conv_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,03,请打开一下，我们需要检查。,dummy,가방 좀 열어주시겠어요. 가방 검사 좀 하겠습니다.,airport_lesson_04_conv_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,04,好的。,dummy,알겠습니다.,airport_lesson_04_conv_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,05,请问这些都是什么？,dummy,이것들은 다 뭔가요?,airport_lesson_04_conv_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,06,这是我要送给朋友的礼物。,dummy,친구에게 줄 선물입니다,airport_lesson_04_conv_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,회화,07,可以了。谢谢您的合作。,dummy,됐습니다. 협조해 주셔서 감사합니다.,airport_lesson_04_conv_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,단어,01,装,dummy,"싣다, 꾸리다, 포장하다, 적재하다",airport_lesson_04_word_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,단어,02,用品,dummy,용품,airport_lesson_04_word_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,단어,03,打开,dummy,"열다, 펼치다, 풀다",airport_lesson_04_word_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,단어,04,送,dummy,"주다, 선사하다",airport_lesson_04_word_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,04,단어,05,礼物,dummy,선물(膳物). 사은품,airport_lesson_04_word_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,회화,01,您好！您想买点什么？,dummy,안녕하세요. 찾으시는 물건이 있으신가요?,airport_lesson_05_conv_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,회화,02,我想买两瓶中国白酒。,dummy,중국 바이주 두 병을 사려고요.,airport_lesson_05_conv_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,회화,03,是要送人吗？,dummy,선물하실 건가요?,airport_lesson_05_conv_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,회화,04,是的。回国时送给韩国的朋友。,dummy,네. 돌아갈 때 한국친구에게 선물하려고요,airport_lesson_05_conv_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,회화,05,那就买茅台酒吧。中国的名酒，外国朋友都很喜欢。,dummy,그럼，마오타이주 어떠세요. 중국 명주는 외국사람들도 다 좋아합니다.,airport_lesson_05_conv_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,회화,06,好的，请给我两瓶。,dummy,알겠습니다. 두 병 주세요.,airport_lesson_05_conv_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,단어,01,瓶,dummy,병,airport_lesson_05_word_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,단어,02,白酒,dummy,바이주,airport_lesson_05_word_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,05,단어,03,茅台酒,dummy,마오타이주,airport_lesson_05_word_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,01,您好！欢迎乘坐本机！,dummy,저희 비행기를 이용해 주셔서 감사합니다.,airport_lesson_06_conv_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,02,请问我的位置在哪边?,dummy,제 자리는 어느 쪽 인가요?,airport_lesson_06_conv_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,03,您是右边靠窗的位置。,dummy,오른쪽 창가 쪽 좌석입니다.,airport_lesson_06_conv_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,04,谢谢。请给我一张今天的报纸好吗?,dummy,감사합니다. 오늘 신문 하나만 주시겠어요?,airport_lesson_06_conv_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,05,好的。请坐在您的位置上，我马上给您送过去。,dummy,네 자리에 앉아 계시면 바로 가져다 드리겠습니다.,airport_lesson_06_conv_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,06,好的，谢谢！,dummy,알겠습니다. 감사합니다.,airport_lesson_06_conv_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,07,还有其他需要吗?,dummy,또 필요한 건 없으신가요?,airport_lesson_06_conv_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,회화,08,没有了，谢谢！,dummy,없습니다. 감사합니다.,airport_lesson_06_conv_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,단어,01,位置,dummy,"위치(位置), 자리, 장소",airport_lesson_06_word_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,단어,02,报纸,dummy,신문,airport_lesson_06_word_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,단어,03,其他,dummy,"기타(其他), 그 밖에. 그 외",airport_lesson_06_word_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport,06,단어,04,乘务员,dummy,승무원,airport_lesson_06_word_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
